conversation_id,timestamp,text,intent,category,sentiment,answered
9f209ce4-52c0-4749-87a6-4dd467d90ad3,2025-06-11T06:44:59,yemek ve pasta,Yemek/İkram soruyor,Yemek/İkram,Pozitif,Evet
9f209ce4-52c0-4749-87a6-4dd467d90ad3,2025-06-11T06:45:13,toplamda 50 kişi,Diğer,Genel,Nötr,Evet
9f209ce4-52c0-4749-87a6-4dd467d90ad3,2025-06-11T06:45:57,en düşük fiyat önerilerinizi öğrenirsem daha iyi olur,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
9f209ce4-52c0-4749-87a6-4dd467d90ad3,2025-06-11T06:46:26,açık kapalı fark etmez,Diğer,Genel,Pozitif,Evet
9f209ce4-52c0-4749-87a6-4dd467d90ad3,2025-06-11T06:48:05,kapalı alan olan var mı,Mekan arıyor,Mekan,Negatif,Evet
9f209ce4-52c0-4749-87a6-4dd467d90ad3,2025-06-11T06:48:41,tamam önerilerinizi inceleyim,Konum belirtiyor,Genel,Nötr,Evet
9f209ce4-52c0-4749-87a6-4dd467d90ad3,2025-06-11T06:51:28,resim ve video çekimi de istiyorum,Fotoğrafçı arıyor,Fotoğrafçı,Pozitif,Evet
9f209ce4-52c0-4749-87a6-4dd467d90ad3,2025-06-11T06:52:29,çekimler tören sırasında olacak,Fotoğrafçı arıyor,"Fotoğrafçı, Organizasyon",Pozitif,Evet
9f209ce4-52c0-4749-87a6-4dd467d90ad3,2025-06-11T06:52:59,fotoğraf ve video çekimi olacak,Fotoğrafçı arıyor,Fotoğrafçı,Pozitif,Evet
9f209ce4-52c0-4749-87a6-4dd467d90ad3,2025-06-11T06:53:34,en uygun olanları verebilirseniz sevinirim,Konum belirtiyor,Genel,Negatif,Evet
9f209ce4-52c0-4749-87a6-4dd467d90ad3,2025-06-11T07:00:34,tekrar merhaba,Diğer,Genel,Pozitif,Evet
9f209ce4-52c0-4749-87a6-4dd467d90ad3,2025-06-11T07:01:18,temenye quın garden için,Diğer,Genel,Nötr,Evet
9f209ce4-52c0-4749-87a6-4dd467d90ad3,2025-06-11T07:02:49,28 haziran akşam saatlerinde  yemek - pasta - ve fotoğraf video çekimi içinde 50 kişilik fiyat teklifi alabilir miyim,Yemek/İkram soruyor,"Fotoğrafçı, Yemek/İkram",Negatif,Evet
9f20adf9-c1fe-48cf-9764-9295851df285,2025-06-11T07:31:11,Nişan,Diğer,Organizasyon,Pozitif,Evet
9f20adf9-c1fe-48cf-9764-9295851df285,2025-06-11T07:32:12,Manisa Salihli 24 Haziran 2025 150 davetli,Konum belirtiyor,Genel,Pozitif,Evet
9f20adf9-c1fe-48cf-9764-9295851df285,2025-06-11T07:32:36,Sadece mekan,Mekan arıyor,Mekan,Negatif,Evet
9f20adf9-c1fe-48cf-9764-9295851df285,2025-06-11T07:32:51,Hicbiri,Diğer,Genel,Negatif,Evet
9f20b600-d0ba-4b3b-8a79-fbc063130a19,2025-06-11T07:53:49,19 ekim sünnet düğünü salonu,Mekan arıyor,"Mekan, Organizasyon",Pozitif,Evet
9f20b600-d0ba-4b3b-8a79-fbc063130a19,2025-06-11T07:54:05,Kocaeli gebze,Konum belirtiyor,Genel,Nötr,Evet
9f20b600-d0ba-4b3b-8a79-fbc063130a19,2025-06-11T07:54:29,350 400 pasta ö,Yemek/İkram soruyor,Yemek/İkram,Nötr,Evet
9f20b600-d0ba-4b3b-8a79-fbc063130a19,2025-06-11T07:54:45,Mest5,Diğer,Genel,Pozitif,Evet
9f20b600-d0ba-4b3b-8a79-fbc063130a19,2025-06-11T07:54:52,45 milyar,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
9f20b600-d0ba-4b3b-8a79-fbc063130a19,2025-06-11T07:55:16,Gebze sadece,Diğer,Genel,Negatif,Evet
9f20bc62-12c6-45de-ac67-15fbdb278451,2025-06-11T08:11:32,Düğün,Organizasyon arıyor,Genel,Pozitif,Evet
9f20bc62-12c6-45de-ac67-15fbdb278451,2025-06-11T08:14:28,"Gaziantep Şahinbey de bir mekan arıyoruz. 100-450 civarlarında davetlimiz olacak, tahmini düğün tarihimize daha var ama ben şimdiden araştırmak istiyorum. Hizmette ise;Mekan, organizasyon, içecekler ama alkol asla olmayacak, fotoğraf ve video çekimi ve kuru pasta gibi ikramların olduğu bir mekan arıyorum.. Anlıyorsunuz değil mi beni?",Mekan arıyor,"Mekan, Fotoğrafçı, Organizasyon, Yemek/İkram",Pozitif,Evet
9f20bc62-12c6-45de-ac67-15fbdb278451,2025-06-11T08:16:24,"Kapalı bir mekan arıyoruz ve bütçe bizim için önemli değil. Şık, görkemli bir mekan arıyoruz. Önerilerde bulunursanız sevinirim.",Mekan arıyor,Mekan,Negatif,Evet
9f20bc62-12c6-45de-ac67-15fbdb278451,2025-06-11T08:17:22,Sence hangisi daha iyi? Karar vermekte zorlanıyorum.,Diğer,Genel,Negatif,Evet
9f20d064-7c3a-4319-969d-8861296da451,2025-06-11T09:07:52,Kıyı bungalov,Diğer,Genel,Negatif,Evet
9f20d064-7c3a-4319-969d-8861296da451,2025-06-11T09:08:05,Balayı,Organizasyon arıyor,Konaklama,Pozitif,Evet
9f20d064-7c3a-4319-969d-8861296da451,2025-06-11T09:08:19,Rize,Konum belirtiyor,Genel,Pozitif,Evet
9f20d064-7c3a-4319-969d-8861296da451,2025-06-11T09:09:09,10.07.2025 göl kenarı 1000-5000 TL arası,Diğer,Genel,Negatif,Evet
9f20d064-7c3a-4319-969d-8861296da451,2025-06-11T09:09:48,5000-10000 TL arası,Diğer,Genel,Nötr,Evet
9f20d064-7c3a-4319-969d-8861296da451,2025-06-11T09:10:25,Deniz kenarı,Mekan arıyor,Genel,Pozitif,Evet
9f211352-2622-4515-ba21-855cad8650a7,2025-06-11T12:15:19,27 09 2025 günü kız isteme ve nişan töreni  ortalama 120 kişilik,Konum belirtiyor,Organizasyon,Negatif,Evet
9f211352-2622-4515-ba21-855cad8650a7,2025-06-11T12:16:14,Hatay ili merkezde ikramlı kapalı alan,Mekan arıyor,"Mekan, Yemek/İkram",Negatif,Evet
9f211352-2622-4515-ba21-855cad8650a7,2025-06-11T12:17:45,Pasta meşrubat,Yemek/İkram soruyor,Yemek/İkram,Negatif,Evet
9f211352-2622-4515-ba21-855cad8650a7,2025-06-11T12:18:08,30000,Diğer,Genel,Pozitif,Evet
9f211352-2622-4515-ba21-855cad8650a7,2025-06-11T12:18:39,Evet,Diğer,Genel,Pozitif,Evet
9f211352-2622-4515-ba21-855cad8650a7,2025-06-11T12:19:03,Defne,Diğer,Genel,Pozitif,Evet
9f2120f9-66af-450e-b741-02e0095f1907,2025-06-11T12:52:45,Nişan,Diğer,Organizasyon,Pozitif,Evet
9f2120f9-66af-450e-b741-02e0095f1907,2025-06-11T12:55:11,"Söz ve isteme bir arada olacak şekilde kuru pasta ve meyve suyuyla beraber istiyoruz . Ankara yenimahalle, Mamak , Çankaya da olabilir . Yaklaşık 150-200 davetli . Söz mekânında organizasyon fotoğrafını istiyorum . Tarih olarak 20 Temmuz",Yemek/İkram soruyor,"Fotoğrafçı, Organizasyon, Yemek/İkram",Pozitif,Evet
9f2120f9-66af-450e-b741-02e0095f1907,2025-06-11T12:55:48,evet bakabilirsiniz,Konum belirtiyor,Genel,Pozitif,Evet
9f216298-e98d-4d12-b3d8-a42064b21293,2025-06-11T15:56:13,Düğün,Organizasyon arıyor,Genel,Pozitif,Evet
9f216298-e98d-4d12-b3d8-a42064b21293,2025-06-11T15:56:38,trabzon araklı,Konum belirtiyor,Genel,Negatif,Evet
9f216298-e98d-4d12-b3d8-a42064b21293,2025-06-11T15:56:46,15 kadım,Diğer,Genel,Pozitif,Evet
9f216298-e98d-4d12-b3d8-a42064b21293,2025-06-11T15:56:57,200 davetli,Diğer,Genel,Pozitif,Evet
9f216298-e98d-4d12-b3d8-a42064b21293,2025-06-11T15:57:05,pasta meşrubat,Yemek/İkram soruyor,Yemek/İkram,Negatif,Evet
9f216298-e98d-4d12-b3d8-a42064b21293,2025-06-11T15:57:22,50,Diğer,Genel,Pozitif,Evet
9f216298-e98d-4d12-b3d8-a42064b21293,2025-06-11T15:57:44,50 bin tl,Fiyat ayarlaması istiyor,Genel,Nötr,Evet
9f216298-e98d-4d12-b3d8-a42064b21293,2025-06-11T15:57:55,kapalı,Diğer,Genel,Pozitif,Evet
9f2163e4-68fd-4d5d-9be5-de2597a39773,2025-06-11T15:59:57,Düğün,Organizasyon arıyor,Genel,Pozitif,Evet
9f2163e4-68fd-4d5d-9be5-de2597a39773,2025-06-11T16:00:22,Ankara,Konum belirtiyor,Genel,Nötr,Evet
9f2163e4-68fd-4d5d-9be5-de2597a39773,2025-06-11T16:00:31,Etiler orduevi,Konum belirtiyor,Genel,Pozitif,Evet
9f2163e4-68fd-4d5d-9be5-de2597a39773,2025-06-11T16:01:40,300 kişi yemekli 2026 ekim,Yemek/İkram soruyor,Yemek/İkram,Nötr,Evet
9f2163e4-68fd-4d5d-9be5-de2597a39773,2025-06-11T16:02:28,Paket herşey dahil Etiler ordu evi,Konum belirtiyor,Genel,Pozitif,Evet
9f2163e4-68fd-4d5d-9be5-de2597a39773,2025-06-11T16:03:23,Fotoğrafçı canlı müzik düğün pastasi,Yemek/İkram soruyor,"Fotoğrafçı, Organizasyon, Yemek/İkram, Müzik/Eğlence",Pozitif,Evet
9f2163e4-68fd-4d5d-9be5-de2597a39773,2025-06-11T16:04:08,Kişi başı 1000 tl,Fiyat ayarlaması istiyor,Genel,Pozitif,Evet
9f2163e4-68fd-4d5d-9be5-de2597a39773,2025-06-11T16:04:54,1250,Diğer,Genel,Pozitif,Evet
9f2163e4-68fd-4d5d-9be5-de2597a39773,2025-06-11T16:05:22,Kisi başı 1500,Diğer,Genel,Nötr,Evet
9f2163e4-68fd-4d5d-9be5-de2597a39773,2025-06-11T16:07:22,Sayın Hera talebim Etiler orduevi,Konum belirtiyor,Genel,Negatif,Evet
9f2163e4-68fd-4d5d-9be5-de2597a39773,2025-06-11T16:08:55,Tandoğan orduevi,Konum belirtiyor,Genel,Pozitif,Evet
9f2163e4-68fd-4d5d-9be5-de2597a39773,2025-06-11T16:09:22,Aynı paket program,Diğer,Genel,Negatif,Evet
9f2193d3-f217-4b47-8ade-13906b44764d,2025-06-11T18:13:52,Düğün,Organizasyon arıyor,Genel,Pozitif,Evet
9f2193d3-f217-4b47-8ade-13906b44764d,2025-06-11T18:21:30,İstabul Eyüp,Diğer,Genel,Nötr,Evet
9f2193d3-f217-4b47-8ade-13906b44764d,2025-06-11T18:21:48,9 Kasım,Tarih ayarlaması istiyor,Genel,Pozitif,Evet
9f2193d3-f217-4b47-8ade-13906b44764d,2025-06-11T18:21:56,500 kişilik kokteyl,Yemek/İkram soruyor,Genel,Pozitif,Evet
9f2193d3-f217-4b47-8ade-13906b44764d,2025-06-11T18:22:06,düğün mekanı,Mekan arıyor,Mekan,Pozitif,Evet
9f2193d3-f217-4b47-8ade-13906b44764d,2025-06-11T18:22:27,kapalı mekan,Mekan arıyor,Mekan,Negatif,Evet
9f2193d3-f217-4b47-8ade-13906b44764d,2025-06-11T18:22:37,120 bin,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
9f21967e-3589-40cf-8023-6d342f58e416,2025-06-11T18:21:20,Düğün,Organizasyon arıyor,Genel,Pozitif,Evet
9f21967e-3589-40cf-8023-6d342f58e416,2025-06-11T18:21:36,Ankara Keçiören,Konum belirtiyor,Genel,Pozitif,Evet
9f21d05d-9f1a-477a-8276-06535e16b336,2025-06-11T21:03:25,arkadaslarjmla gelmek istiyorum,Diğer,Genel,Pozitif,Evet
9f21d05d-9f1a-477a-8276-06535e16b336,2025-06-11T21:03:44,arkadaslarımla vakit gecirmek icin,Diğer,Genel,Nötr,Evet
9f21d05d-9f1a-477a-8276-06535e16b336,2025-06-11T21:04:33,bakırkoyde ferah ve boyama yapabilecegim bir kafede,Konum belirtiyor,Genel,Nötr,Evet
9f21d05d-9f1a-477a-8276-06535e16b336,2025-06-11T21:05:20,2 kisiyiz pazartesi günü ve boyama yapmamıza izin verecek bir kafe,Bilgi istiyor,Genel,Nötr,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:04:53,Düğün,Organizasyon arıyor,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:05:23,Gelin bohcası fiyatlar,Fiyat ayarlaması istiyor,Kıyafet,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:06:53,10 bin tl,Fiyat ayarlaması istiyor,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:07:01,Bütce,Diğer,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:08:23,İl aksaray,Konum belirtiyor,Genel,Nötr,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:09:14,Set takımı,Kıyafet arıyor,Kıyafet,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:10:26,Set oldun yeterli,Diğer,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:11:19,İzmir'de gördüm bi set takımı,Kıyafet arıyor,Kıyafet,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:12:44,Tüm izmir,Bilgi istiyor,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:13:41,Tüm Türkiye geneli,Diğer,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:14:32,Ben nasıl buluyorum ya,Diğer,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:14:50,Siz nasıl bulamıyorsunuz,Yemek/İkram soruyor,Yemek/İkram,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:15:52,Tamam şunun o halde,Diğer,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:16:42,Ya gelin bohcası dedik ya,Diğer,Kıyafet,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:17:15,Set fiyatı sla bilirmiyim,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:18:46,Örnek bir set içerigive fiyat tablosu verin,Yemek/İkram soruyor,Yemek/İkram,Nötr,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:21:02,Bornoz takımı neden çift,Kıyafet arıyor,Kıyafet,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:21:15,Sadece gelin için,Diğer,Kıyafet,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:22:54,Havlu takımıb1adet el yüz yeterli,Kıyafet arıyor,Kıyafet,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:24:27,Makyaj setinde neler var,Diğer,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:26:02,Parfüm  yokmu,Diğer,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:26:14,Şanbuan,Diğer,Genel,Nötr,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:26:41,Makyaj set olsun tam,Yemek/İkram soruyor,Yemek/İkram,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:27:38,3binlik olsa neler olur,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:31:36,Deoderat sambuan duş jeli ile birlikte,Konum belirtiyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:32:51,Diş bakım seti,Diğer,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:33:02,Dahil,Konum belirtiyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:34:30,Bu istediklerimizle gelin setine eklersek,Bilgi istiyor,Kıyafet,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:36:51,Makyaj seti diş seti parfüm deodorant şanbuan  duş jeli markaları ne olacak,Diğer,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:37:10,Bu şekilde,Konum belirtiyor,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:40:09,İç giyim de neler var,Diğer,Kıyafet,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:40:24,Birde marka,Diğer,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:43:01,1 adette fantezi iç giyim,Diğer,Kıyafet,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:50:38,Nevresin bornoz markaları,Diğer,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:53:26,En uygunu hangisi takımın,Kıyafet arıyor,Kıyafet,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:54:14,Fiyatları,Fiyat ayarlaması istiyor,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:55:05,Özdilek ekleyelim,Konum belirtiyor,Genel,Nötr,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:57:04,Çeyiz sandığı yerine valiz  olsa,Mekan arıyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:58:18,Çeyiz sandıgını çıkaralım valiz  üçlü deyilmi,Bilgi istiyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T21:58:43,Orta boy,Diğer,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:00:00,El işleme varmı,Bilgi istiyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:00:21,Patik gibi,Diğer,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:01:30,Çehiz seti ne kadar,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:02:20,Baketen şal ve eşabı çıkartın,Kıyafet arıyor,Kıyafet,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:02:41,Gelin açık,Diğer,Kıyafet,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:12:27,Örme kese bir erkek bir bayan birde yazma üç iğne oyası saten üç adet namazla örgü gelin şal gelin için bir  adetörğü yelek,Kıyafet arıyor,Kıyafet,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:12:58,Patiği çıkartalım,Diğer,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:13:48,Nevresimi çıkartalım,Bilgi istiyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:15:02,Namazla iğne oyası deyil,Konum belirtiyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:15:17,Sadece saten,Kıyafet arıyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:16:19,Şindi ne oldu,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:21:31,Bu  el örgüleri fiyat en uygun olan marka olsun,Yemek/İkram soruyor,Yemek/İkram,Nötr,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:22:11,Valizlerde en uygun marka olsun,Yemek/İkram soruyor,Yemek/İkram,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:22:52,Şimdi ne oldu,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:23:26,Fiyatlarıyla birlikte atın,Fiyat ayarlaması istiyor,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:24:04,Fiyatları,Fiyat ayarlaması istiyor,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:25:11,Valiz marka ve fiyatları,Fiyat ayarlaması istiyor,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:26:39,Emin çata ne kadar polmak ne kadar,Fiyat ayarlaması istiyor,Genel,Pozitif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:27:32,Polmak orta boy olsun,Yemek/İkram soruyor,Yemek/İkram,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:28:38,Yazma iğne oyası marka ve fiyat,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:29:37,Örgü gelin yelek fiyat marka,Fiyat ayarlaması istiyor,Kıyafet,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:30:10,250 olan,Diğer,Genel,Negatif,Evet
9f21d0f2-6e96-4c94-9888-510527d2fbfc,2025-06-11T22:31:21,Şimdi ne oldu tekrar,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
